question,passage,label,idx
did greece qualify for the world cup 2018,The group winners belgium qualified directly for the 2018 fifa world cup. The group runnersup greece advanced to the playoffs as one of the best 8 runnerup where they lost to croatia and thus failed to qualify. Greece were eliminated in the quarter-finals.,0,1509
"did greece qualify for the world cup 2018   for the first time in the history of the Greek national football team. Did Greece reach the quarter-finals? Did they make it to the last eight? Do you know who they are? If so, please email jennifer.",2018 fifa world cup qualification – uefa group h  the group winners belgium qualified directly for the 2018 fifa world cup the group runnersup greece advanced to the playoffs as one of the best 8 runnersup where they lost to croatia and thus failed to qualify for the first time since 2010,0,1509
"did greece qualify for the world cup 2018   for the first time in the history of the Greek national football team. Did Greece reach the quarter-finals? Did they make it to the last eight? Do you know who they are? If so, please email jennifer.",The group winners belgium qualified directly for the 2018 fifa world cup. The group runnersup greece advanced to the playoffs as one of the best 8 runnerup where they lost to croatia and thus failed to qualify. Greece were eliminated in the group stage.,0,1509
is the new dragon ball z movie coming out in theaters,list of dragon ball films  as with the franchises anime television series all nineteen films and the first three tv specials were licensed in north america by funimation dragon ball z movies six and twelve received select theatrical presentations in the united states as part of a doublefeature on march 17 2006 while movies fourteen and fifteen were given limited theatrical runs in august 2014 and august 2015 respectively in europe ab groupe licensed the second and third dragon ball movies the first nine z movies and the first two tv specials in 2017 a 20th dragon ball film was announced to be released in december of the following year the film was later revealed to be a dragon ball super feature to be released in japanese theaters on december 14 2018 with plans for a worldwide release,1,3078
is the new dragon ball z movie coming out in theaters,All nineteen films and the first three tv specials were licensed in north america by funimation dragon ball z movies six and twelve received select theatrical presentations in the united states as part of a doublefeature on march 17 2006. movies fourteen and fifteen were also released in North America.,1,3078
"is the new dragon ball z movie coming out in theaters. The film is based on the popular children's book of the same name. It is directed by David Fincher and is set to be released on November 14. For more information, visit dragonballz.com.",All nineteen films and the first three tv specials were licensed in north america by funimation dragon ball z movies six and twelve received select theatrical presentations in the united states as part of a doublefeature on march 17 2006. movies fourteen and fifteen were movies 14 and 15 were,1,3078
"is the new dragon ball z movie coming out in theaters. The film is based on the popular children's book of the same name. It is directed by David Fincher and is set to be released on November 14. For more information, visit dragonballz.com.",All nineteen films and the first three tv specials were licensed in north america by funimation dragon ball z movies six and twelve received select theatrical presentations in the united states as part of a doublefeature on march 17 2006. movies fourteen and fifteen were released in North America.,1,3078
is the new dragon ball z movie coming out in theaters,All nineteen films and the first three tv specials were licensed in north america by funimation dragon ball z movies six and twelve received select theatrical presentations in the united states as part of a doublefeature on march 17 2006. movies fourteen and fifteen were movies 14 and 15 were,1,3078
is the new dragon ball z movie coming out in theaters,All nineteen films and the first three tv specials were licensed in north america by funimation dragon ball z movies six and twelve received select theatrical presentations in the united states as part of a doublefeature on march 17 2006. movies fourteen and fifteen were released in North America.,1,3078
"is the new dragon ball z movie coming out in theaters. The film is based on the popular children's book of the same name. It is directed by David Fincher and is set to be released on November 14. For more information, visit dragonballz.com.",list of dragon ball films  as with the franchises anime television series all nineteen films and the first three tv specials were licensed in north america by funimation dragon ball z movies six and twelve received select theatrical presentations in the united states as part of a doublefeature on march 17 2006 while movies fourteen and fifteen were given limited theatrical runs in august 2014 and august 2015 respectively in europe ab groupe licensed the second and third dragon ball movies the first nine z movies and the first two tv specials in 2017 a 20th dragon ball film was announced to be released in december of the following year the film was later revealed to be a dragon ball super feature to be released in japanese theaters on december 14 2018 with plans for a worldwide release,1,3078
"is the new dragon ball z movie coming out in theaters. The film is based on the popular children's book of the same name. It is directed by David Fincher and is set to be released on November 14. For more information, visit dragonballz.com.",All nineteen films and the first three tv specials were licensed in north america by funimation dragon ball z movies six and twelve received select theatrical presentations in the united states as part of a doublefeature on march 17 2006. movies fourteen and fifteen were also released in North America.,1,3078
does canada pay money to the royal family,monarchy of canada  the sovereign similarly only draws from canadian funds for support in the performance of her duties when in canada or acting as queen of canada abroad canadians do not pay any money to the queen or any other member of the royal family either towards personal income or to support royal residences outside of canada,0,6148
does canada pay money to the royal family,monarchy of canada  the sovereign similarly only draws from canadian funds for support in the performance of her duties. canadians do not pay any money to the queen or any other member of the royal family either towards personal income or to support royal duties abroad.,0,6148
does canada pay money to the royal family? The answer is a resounding yes. The Canadian government has been accused of paying off members of the Royal Family. It is alleged that the money is being used to pay for the upkeep of Canada's national parks.,monarchy of canada  the sovereign similarly only draws from canadian funds for support in the performance of her duties. Canadians do not pay any money to the queen or any other member of the royal family either towards personal income or to support royal duties abroad.,0,6148
does canada pay money to the royal family? The answer is a resounding yes. The Canadian government has been accused of paying off members of the Royal Family. It is alleged that the money is being used to pay for the upkeep of Canada's national parks.,monarchy of canada  the sovereign similarly only draws from canadian funds for support in the performance of her duties. Canadians do not pay any money to the queen or any other member of the royal family either towards personal income or to support royal royal.,0,6148
does canada pay money to the royal family,monarchy of canada  the sovereign similarly only draws from canadian funds for support in the performance of her duties. Canadians do not pay any money to the queen or any other member of the royal family either towards personal income or to support royal duties abroad.,0,6148
does canada pay money to the royal family,monarchy of canada  the sovereign similarly only draws from canadian funds for support in the performance of her duties. Canadians do not pay any money to the queen or any other member of the royal family either towards personal income or to support royal royal.,0,6148
does canada pay money to the royal family? The answer is a resounding yes. The Canadian government has been accused of paying off members of the Royal Family. It is alleged that the money is being used to pay for the upkeep of Canada's national parks.,monarchy of canada  the sovereign similarly only draws from canadian funds for support in the performance of her duties when in canada or acting as queen of canada abroad canadians do not pay any money to the queen or any other member of the royal family either towards personal income or to support royal residences outside of canada,0,6148
does canada pay money to the royal family? The answer is a resounding yes. The Canadian government has been accused of paying off members of the Royal Family. It is alleged that the money is being used to pay for the upkeep of Canada's national parks.,monarchy of canada  the sovereign similarly only draws from canadian funds for support in the performance of her duties. canadians do not pay any money to the queen or any other member of the royal family either towards personal income or to support royal duties abroad.,0,6148
is the nation of hawaii part of the united states,legal status of hawaii  the legal status of hawaiias opposed to its political statusis a settled legal matter but there has been scholarly and legal debate while hawaii is internationally recognized as a state of the united states of america while also being broadly accepted as such in mainstream understanding there have been essays written denying the legality of this status the argument is that hawaii is an independent nation under military occupation the legality of control of hawaii by the united states has also been raised in the losing side in cases in the us supreme court and in us district court,1,6930
is the nation of hawaii part of the united states,While hawaii is internationally recognized as a state of the united states of america while also being broadly accepted as such in mainstream understanding. The legal status of hawaiias opposed to its political statusis a settled legal matter but there has been scholarly and legal debate. There have been essays written about the legal,1,6930
"is the nation of hawaii part of the united states. It is located in the Pacific Ocean off the coast of Hawaii. The nation has a population of about 1.5 million people, about half of whom live on the island of Kaua'i. Its economy is largely based on tourism.",While hawaii is internationally recognized as a state of the united states of america while also being broadly accepted as such in mainstream understanding. The legal status of hawaiias opposed to its political statusis a settled legal matter but there has been scholarly and legal debate. There have been essays written on the legal,1,6930
"is the nation of hawaii part of the united states. It is located in the Pacific Ocean off the coast of Hawaii. The nation has a population of about 1.5 million people, about half of whom live on the island of Kaua'i. Its economy is largely based on tourism.",While hawaii is internationally recognized as a state of the united states of america while also being broadly accepted as such in mainstream understanding. The legal status of hawaiias opposed to its political statusis a settled legal matter but there has been scholarly and legal debate. There have been essays written written about the,1,6930
is the nation of hawaii part of the united states,While hawaii is internationally recognized as a state of the united states of america while also being broadly accepted as such in mainstream understanding. The legal status of hawaiias opposed to its political statusis a settled legal matter but there has been scholarly and legal debate. There have been essays written on the legal,1,6930
is the nation of hawaii part of the united states,While hawaii is internationally recognized as a state of the united states of america while also being broadly accepted as such in mainstream understanding. The legal status of hawaiias opposed to its political statusis a settled legal matter but there has been scholarly and legal debate. There have been essays written written about the,1,6930
"is the nation of hawaii part of the united states. It is located in the Pacific Ocean off the coast of Hawaii. The nation has a population of about 1.5 million people, about half of whom live on the island of Kaua'i. Its economy is largely based on tourism.",legal status of hawaii  the legal status of hawaiias opposed to its political statusis a settled legal matter but there has been scholarly and legal debate while hawaii is internationally recognized as a state of the united states of america while also being broadly accepted as such in mainstream understanding there have been essays written denying the legality of this status the argument is that hawaii is an independent nation under military occupation the legality of control of hawaii by the united states has also been raised in the losing side in cases in the us supreme court and in us district court,1,6930
"is the nation of hawaii part of the united states. It is located in the Pacific Ocean off the coast of Hawaii. The nation has a population of about 1.5 million people, about half of whom live on the island of Kaua'i. Its economy is largely based on tourism.",While hawaii is internationally recognized as a state of the united states of america while also being broadly accepted as such in mainstream understanding. The legal status of hawaiias opposed to its political statusis a settled legal matter but there has been scholarly and legal debate. There have been essays written about the legal,1,6930
do you need a gun license to buy a gun in nj,gun laws in new jersey  in new jersey anyone seeking to purchase firearms one does not need to obtain a firearm purchaser identification card to own possess in the home transport firearms to and from authorized target range to a gunsmith for purposes of repair or to the woods or fields of the state for purposes of hunting  is required to obtain a lifetime firearm purchaser identification card commonly referred to as fid for the purchase of rifles and shotguns to purchase a handgun a separate permit is needed from the chief of police of their municipality or the superintendent of state police if the municipality does not have a local police department a permit is required for each handgun to be purchased and expires after 90 days but may be extended for an additional 90 days at the discretion of the chief of police or superintendent of state police these like the initial firearms purchaser identification card fid are provided to applicants on a shallissue basis they require indepth application questioning multiple references and background checks via the state bureau of identification and new jersey state police however authorities do not have discretion and must issue permits to applicants who satisfy the criteria described in the statutes reasons for denial include being convicted of a crime equivalent to a felony or disorderly persons offense equivalent to a misdemeanor in the case of domestic violence as of august 2013 anyone on the terror watchlist is also disqualified,1,118
do you need a gun license to buy a gun in nj,gun laws in new jersey  in New Jersey anyone seeking to purchase firearms one does not need to obtain a firearm purchaser identification card to own possess in the home transport firearms to and from authorized target range to a gunsmith for purposes of repair or to the woods or fields of the state.,1,118
do you need a gun license to buy a weapon in New Jersey? Do you have to be a resident of the state to get a license? Are you allowed to carry a concealed weapon? Can you carry two guns at once? Is there a limit on how many guns you can carry in one place?,gun laws in new jersey  in New Jersey anyone seeking to purchase firearms one does not need to obtain a firearm purchaser identification card to own possess in the home. Transport firearms to and from authorized target range to a gunsmith for purposes of repair or to the woods or fields of the state.,1,118
do you need a gun license to buy a weapon in New Jersey? Do you have to be a resident of the state to get a license? Are you allowed to carry a concealed weapon? Can you carry two guns at once? Is there a limit on how many guns you can carry in one place?,gun laws in new jersey  in New Jersey anyone seeking to purchase firearms one does not need to obtain a firearm purchaser identification card. Transport firearms to and from authorized target range to a gunsmith for purposes of repair or to the woods or fields of the state for  hunting.,1,118
do you need a gun license to buy a gun in nj,gun laws in new jersey  in New Jersey anyone seeking to purchase firearms one does not need to obtain a firearm purchaser identification card to own possess in the home. Transport firearms to and from authorized target range to a gunsmith for purposes of repair or to the woods or fields of the state.,1,118
do you need a gun license to buy a gun in nj,gun laws in new jersey  in New Jersey anyone seeking to purchase firearms one does not need to obtain a firearm purchaser identification card. Transport firearms to and from authorized target range to a gunsmith for purposes of repair or to the woods or fields of the state for  hunting.,1,118
do you need a gun license to buy a weapon in New Jersey? Do you have to be a resident of the state to get a license? Are you allowed to carry a concealed weapon? Can you carry two guns at once? Is there a limit on how many guns you can carry in one place?,gun laws in new jersey  in new jersey anyone seeking to purchase firearms one does not need to obtain a firearm purchaser identification card to own possess in the home transport firearms to and from authorized target range to a gunsmith for purposes of repair or to the woods or fields of the state for purposes of hunting  is required to obtain a lifetime firearm purchaser identification card commonly referred to as fid for the purchase of rifles and shotguns to purchase a handgun a separate permit is needed from the chief of police of their municipality or the superintendent of state police if the municipality does not have a local police department a permit is required for each handgun to be purchased and expires after 90 days but may be extended for an additional 90 days at the discretion of the chief of police or superintendent of state police these like the initial firearms purchaser identification card fid are provided to applicants on a shallissue basis they require indepth application questioning multiple references and background checks via the state bureau of identification and new jersey state police however authorities do not have discretion and must issue permits to applicants who satisfy the criteria described in the statutes reasons for denial include being convicted of a crime equivalent to a felony or disorderly persons offense equivalent to a misdemeanor in the case of domestic violence as of august 2013 anyone on the terror watchlist is also disqualified,1,118
do you need a gun license to buy a weapon in New Jersey? Do you have to be a resident of the state to get a license? Are you allowed to carry a concealed weapon? Can you carry two guns at once? Is there a limit on how many guns you can carry in one place?,gun laws in new jersey  in New Jersey anyone seeking to purchase firearms one does not need to obtain a firearm purchaser identification card to own possess in the home transport firearms to and from authorized target range to a gunsmith for purposes of repair or to the woods or fields of the state.,1,118
is 2 stroke the same as 2 cycle,twostroke oil  twostroke oil also referred to as twocycle oil 2cycle oil 2t oil 2stroke oil or petroil is a special type of motor oil intended for use in crankcase compression twostroke engines,1,9318
is 2 stroke the same as 2 cycle,"twostroke oil is a special type of motor oil intended for use in crankcase compression engines. It is also known as twocycle oil, 2cycle oil or 2stroke oil. The oil can also be used to lubricate a car's engine oil pump.",1,9318
is 2 stroke the same as 2 cycle? Is it possible to have 2 strokes and 2 cycles in one stroke? What do you think? Share your thoughts in the comments below or post a photo of your own on Facebook and Twitter. Visit CNN.com/soulmatestories for more.,"twostroke oil is a special type of motor oil intended for use in crankcase compression engines. It is also known as twocycle oil, 2cycle oil or 2stroke oil. The oil can also be used to lubricate a car's engine oil tank.",1,9318
is 2 stroke the same as 2 cycle? Is it possible to have 2 strokes and 2 cycles in one stroke? What do you think? Share your thoughts in the comments below or post a photo of your own on Facebook and Twitter. Visit CNN.com/soulmatestories for more.,"twostroke oil is a special type of motor oil intended for use in crankcase compression engines. It is also known as twocycle oil, 2cycle oil or 2stroke oil. The oil can also be used to lubricate a car's engine oil filter.",1,9318
is 2 stroke the same as 2 cycle,"twostroke oil is a special type of motor oil intended for use in crankcase compression engines. It is also known as twocycle oil, 2cycle oil or 2stroke oil. The oil can also be used to lubricate a car's engine oil tank.",1,9318
is 2 stroke the same as 2 cycle,"twostroke oil is a special type of motor oil intended for use in crankcase compression engines. It is also known as twocycle oil, 2cycle oil or 2stroke oil. The oil can also be used to lubricate a car's engine oil filter.",1,9318
is 2 stroke the same as 2 cycle? Is it possible to have 2 strokes and 2 cycles in one stroke? What do you think? Share your thoughts in the comments below or post a photo of your own on Facebook and Twitter. Visit CNN.com/soulmatestories for more.,twostroke oil  twostroke oil also referred to as twocycle oil 2cycle oil 2t oil 2stroke oil or petroil is a special type of motor oil intended for use in crankcase compression twostroke engines,1,9318
is 2 stroke the same as 2 cycle? Is it possible to have 2 strokes and 2 cycles in one stroke? What do you think? Share your thoughts in the comments below or post a photo of your own on Facebook and Twitter. Visit CNN.com/soulmatestories for more.,"twostroke oil is a special type of motor oil intended for use in crankcase compression engines. It is also known as twocycle oil, 2cycle oil or 2stroke oil. The oil can also be used to lubricate a car's engine oil pump.",1,9318
is there a fairmont hotel in new orleans,the roosevelt new orleans  the fairmont new orleans was damaged during hurricane katrina august 2005 and closed indefinitely while some repair work was done work was suspended in an incomplete state in march 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated,0,5426
is there a fairmont hotel in new orleans,The hotel was damaged during hurricane katrina august 2005 and closed indefinitely while some repair work was done. Work was suspended in an incomplete state in march 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated. The hotel is located in the heart of New Orleans.,0,5426
"is there a fairmont hotel in new orleans? The answer is yes. The hotel is located in the French Quarter of New Orleans, Louisiana. It is one of the city's most sought-after hotels. For more information on the hotel, go to: www.fairmont.com.",The hotel was damaged during hurricane katrina august 2005 and closed indefinitely while some repair work was done. Work was suspended in an incomplete state in march 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated. The hotel is located in the French Quarter of New Orleans.,0,5426
"is there a fairmont hotel in new orleans? The answer is yes. The hotel is located in the French Quarter of New Orleans, Louisiana. It is one of the city's most sought-after hotels. For more information on the hotel, go to: www.fairmont.com.","The hotel was damaged during hurricane katrina august 2005 and closed indefinitely while some repair work was done. Work was suspended in an incomplete state in march 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated. The hotel is located in New Orleans, Louisiana.",0,5426
is there a fairmont hotel in new orleans,The hotel was damaged during hurricane katrina august 2005 and closed indefinitely while some repair work was done. Work was suspended in an incomplete state in march 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated. The hotel is located in the French Quarter of New Orleans.,0,5426
is there a fairmont hotel in new orleans,"The hotel was damaged during hurricane katrina august 2005 and closed indefinitely while some repair work was done. Work was suspended in an incomplete state in march 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated. The hotel is located in New Orleans, Louisiana.",0,5426
"is there a fairmont hotel in new orleans? The answer is yes. The hotel is located in the French Quarter of New Orleans, Louisiana. It is one of the city's most sought-after hotels. For more information on the hotel, go to: www.fairmont.com.",the roosevelt new orleans  the fairmont new orleans was damaged during hurricane katrina august 2005 and closed indefinitely while some repair work was done work was suspended in an incomplete state in march 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated,0,5426
"is there a fairmont hotel in new orleans? The answer is yes. The hotel is located in the French Quarter of New Orleans, Louisiana. It is one of the city's most sought-after hotels. For more information on the hotel, go to: www.fairmont.com.",The hotel was damaged during hurricane katrina august 2005 and closed indefinitely while some repair work was done. Work was suspended in an incomplete state in march 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated. The hotel is located in the heart of New Orleans.,0,5426
is the st louis arch a national monument,gateway arch national park  the gateway arch national park formerly known as the jefferson national expansion memorial until 2018 is an american national park located in st louis missouri near the starting point of the lewis and clark expedition the gateway arch and its immediate surroundings were initially designated as a national memorial by executive order 7523 on december 21 1935 and redesignated as a national park in 2018 the park is maintained by the national park service nps,1,5492
is the st louis arch a national monument,gateway arch national park formerly known as the jefferson national expansion memorial until 2018. located in st louis missouri near the starting point of the lewis and clark expedition. The gateway arch and its immediate surroundings were initially designated as a national parks.,1,5492
"is the st louis arch a national monument in France. It is located in the centre of the city of Paris. The arch is made up of two sections, one on either side of a central tower and the other on the top. There is also a second section on each side, which is",gateway arch national park formerly known as the jefferson national expansion memorial until 2018. located in st louis missouri near the starting point of the lewis and clark expedition. The gateway arch and its immediate surroundings were initially designated as a national designated park.,1,5492
"is the st louis arch a national monument in France. It is located in the centre of the city of Paris. The arch is made up of two sections, one on either side of a central tower and the other on the top. There is also a second section on each side, which is",gateway arch national park formerly known as the jefferson national expansion memorial until 2018. Located in st louis missouri near the starting point of the lewis and clark expedition the gateway arch and its immediate surroundings were initially designated as a national parks. The park is home to the Gateway Arch,1,5492
is the st louis arch a national monument,gateway arch national park formerly known as the jefferson national expansion memorial until 2018. located in st louis missouri near the starting point of the lewis and clark expedition. The gateway arch and its immediate surroundings were initially designated as a national designated park.,1,5492
is the st louis arch a national monument,gateway arch national park formerly known as the jefferson national expansion memorial until 2018. Located in st louis missouri near the starting point of the lewis and clark expedition the gateway arch and its immediate surroundings were initially designated as a national parks. The park is home to the Gateway Arch,1,5492
"is the st louis arch a national monument in France. It is located in the centre of the city of Paris. The arch is made up of two sections, one on either side of a central tower and the other on the top. There is also a second section on each side, which is",gateway arch national park  the gateway arch national park formerly known as the jefferson national expansion memorial until 2018 is an american national park located in st louis missouri near the starting point of the lewis and clark expedition the gateway arch and its immediate surroundings were initially designated as a national memorial by executive order 7523 on december 21 1935 and redesignated as a national park in 2018 the park is maintained by the national park service nps,1,5492
"is the st louis arch a national monument in France. It is located in the centre of the city of Paris. The arch is made up of two sections, one on either side of a central tower and the other on the top. There is also a second section on each side, which is",gateway arch national park formerly known as the jefferson national expansion memorial until 2018. located in st louis missouri near the starting point of the lewis and clark expedition. The gateway arch and its immediate surroundings were initially designated as a national parks.,1,5492
is the nba championship trophy made of gold,larry obrien championship trophy  the current trophy is made out of 145 pounds of sterling silver and vermeil with a 24 karat gold overlay and stands 2 feet 061 m tall it is designed to look like a basketball about to enter a net the year and team names are engraved on the trophies which are often prominently displayed in the winning teams arena,1,4080
is the nba championship trophy made of gold,larry obrien championship trophy  the current trophy is made out of 145 pounds of sterling silver and vermeil with a 24 karat gold overlay and stands 2 feet 061 m tall. It is designed to look like a basketball about to enter a net the year and team names are engraved on the,1,4080
"is the nba championship trophy made of gold. It is used to celebrate the end of the NBA season. The trophy is also known as the ""Nba Cup"" and is awarded to the best player in the world. There is a separate trophy for the players who have won the title.",larry obrien championship trophy  the current trophy is made out of 145 pounds of sterling silver and vermeil with a 24 karat gold overlay and stands 2 feet 061 m tall it is designed to look like a basketball about to enter a net the year and team names are engraved on the trophies,1,4080
"is the nba championship trophy made of gold. It is used to celebrate the end of the NBA season. The trophy is also known as the ""Nba Cup"" and is awarded to the best player in the world. There is a separate trophy for the players who have won the title.",larry obrien championship trophy is made out of 145 pounds of sterling silver and vermeil with a 24 karat gold overlay and stands 2 feet 061 m tall. It is designed to look like a basketball about to enter a net the year and team names are engraved on the trophies.,1,4080
is the nba championship trophy made of gold,larry obrien championship trophy  the current trophy is made out of 145 pounds of sterling silver and vermeil with a 24 karat gold overlay and stands 2 feet 061 m tall it is designed to look like a basketball about to enter a net the year and team names are engraved on the trophies,1,4080
is the nba championship trophy made of gold,larry obrien championship trophy is made out of 145 pounds of sterling silver and vermeil with a 24 karat gold overlay and stands 2 feet 061 m tall. It is designed to look like a basketball about to enter a net the year and team names are engraved on the trophies.,1,4080
"is the nba championship trophy made of gold. It is used to celebrate the end of the NBA season. The trophy is also known as the ""Nba Cup"" and is awarded to the best player in the world. There is a separate trophy for the players who have won the title.",larry obrien championship trophy  the current trophy is made out of 145 pounds of sterling silver and vermeil with a 24 karat gold overlay and stands 2 feet 061 m tall it is designed to look like a basketball about to enter a net the year and team names are engraved on the trophies which are often prominently displayed in the winning teams arena,1,4080
"is the nba championship trophy made of gold. It is used to celebrate the end of the NBA season. The trophy is also known as the ""Nba Cup"" and is awarded to the best player in the world. There is a separate trophy for the players who have won the title.",larry obrien championship trophy  the current trophy is made out of 145 pounds of sterling silver and vermeil with a 24 karat gold overlay and stands 2 feet 061 m tall. It is designed to look like a basketball about to enter a net the year and team names are engraved on the,1,4080
is there a such thing as 1000 dollar bill,large denominations of united states currency  large denominations of united states currency greater than 100 were circulated by the united states treasury until 1969 since then us dollar banknotes have only been issued in seven denominations 1 2 5 10 20 50 and 100,0,8128
is there a such thing as 1000 dollar bill, large denominations of united states currency greater than 100 were circulated by the united States treasury until 1969. Since then us dollar banknotes have only been issued in seven denominations. 1 2 5 10 20 50 and 100 are the most recent of these denominations to be issued. The U.S. dollar was introduced in,0,8128
"is there a such thing as a 1000 dollar bill? The answer is yes, of course there is. Click through the gallery to see some of the best photos from around the world. For more, visit CNN.com/sailorsofsandiego and follow us on Facebook and Twitter.", large denominations of united states currency greater than 100 were circulated by the united States treasury until 1969. Since then us dollar banknotes have only been issued in seven denominations. 1 2 5 10 20 50 and 100 are the most recent of these denominations to be issued. The U.S. dollar was introduced on,0,8128
"is there a such thing as a 1000 dollar bill? The answer is yes, of course there is. Click through the gallery to see some of the best photos from around the world. For more, visit CNN.com/sailorsofsandiego and follow us on Facebook and Twitter.", large denominations of united states currency greater than 100 were circulated by the united States treasury until 1969. Since then us dollar banknotes have only been issued in seven denominations. 1 2 5 10 20 50 and 100 are the most recent of these denominations to be issued. The U.S. dollar was first introduced,0,8128
is there a such thing as 1000 dollar bill, large denominations of united states currency greater than 100 were circulated by the united States treasury until 1969. Since then us dollar banknotes have only been issued in seven denominations. 1 2 5 10 20 50 and 100 are the most recent of these denominations to be issued. The U.S. dollar was introduced on,0,8128
is there a such thing as 1000 dollar bill, large denominations of united states currency greater than 100 were circulated by the united States treasury until 1969. Since then us dollar banknotes have only been issued in seven denominations. 1 2 5 10 20 50 and 100 are the most recent of these denominations to be issued. The U.S. dollar was first introduced,0,8128
"is there a such thing as a 1000 dollar bill? The answer is yes, of course there is. Click through the gallery to see some of the best photos from around the world. For more, visit CNN.com/sailorsofsandiego and follow us on Facebook and Twitter.",large denominations of united states currency  large denominations of united states currency greater than 100 were circulated by the united states treasury until 1969 since then us dollar banknotes have only been issued in seven denominations 1 2 5 10 20 50 and 100,0,8128
"is there a such thing as a 1000 dollar bill? The answer is yes, of course there is. Click through the gallery to see some of the best photos from around the world. For more, visit CNN.com/sailorsofsandiego and follow us on Facebook and Twitter.", large denominations of united states currency greater than 100 were circulated by the united States treasury until 1969. Since then us dollar banknotes have only been issued in seven denominations. 1 2 5 10 20 50 and 100 are the most recent of these denominations to be issued. The U.S. dollar was introduced in,0,8128
is irish music and celtic music the same,celtic music  these styles are known because of the importance of irish and scottish people in the english speaking world especially in the united states where they had a profound impact on american music particularly bluegrass and country music the music of wales cornwall the isle of man brittany galicia cantabria and asturias spain and portugal are also considered celtic music the tradition being particularly strong in brittany where celtic festivals large and small take place throughout the year and in wales where the ancient eisteddfod tradition has been revived and flourishes additionally the musics of ethnically celtic peoples abroad are vibrant especially in canada and the united states in canada the provinces of atlantic canada are known for being a home of celtic music most notably on the islands of newfoundland cape breton and prince edward island the traditional music of atlantic canada is heavily influenced by the irish scottish and acadian ethnic makeup of much of the regions communities in some parts of atlantic canada such as newfoundland celtic music is as or more popular than in the old country further some older forms of celtic music that are rare in scotland and ireland today such as the practice of accompanying a fiddle with a piano or the gaelic spinning songs of cape breton remain common in the maritimes much of the music of this region is celtic in nature but originates in the local area and celebrates the sea seafaring fishing and other primary industries,0,3855
is irish music and celtic music the same,celtic music  these styles are known because of the importance of irish and scottish people in the english speaking world. They had a profound impact on american music particularly bluegrass and country music the music of wales cornwall the isle of man brittany.,0,3855
"is irish music and celtic music the same   ""I'm Irish and I'm Celtic"" is a popular phrase in Irish music. The phrase is used to refer to the Irish language and culture. It means ""Irish music"" or ""Celticism"" in Gaelic.",celtic music  these styles are known because of the importance of irish and scottish people in the english speaking world. They had a profound impact on american music particularly bluegrass and country music. The music of wales cornwall the isle of man brittany.,0,3855
"is irish music and celtic music the same   ""I'm Irish and I'm Celtic"" is a popular phrase in Irish music. The phrase is used to refer to the Irish language and culture. It means ""Irish music"" or ""Celticism"" in Gaelic.",These styles are known because of the importance of irish and scottish people in the english speaking world. They had a profound impact on american music particularly bluegrass and country music. The music of wales cornwall the isle of man brittany.,0,3855
is irish music and celtic music the same,celtic music  these styles are known because of the importance of irish and scottish people in the english speaking world. They had a profound impact on american music particularly bluegrass and country music. The music of wales cornwall the isle of man brittany.,0,3855
is irish music and celtic music the same,These styles are known because of the importance of irish and scottish people in the english speaking world. They had a profound impact on american music particularly bluegrass and country music. The music of wales cornwall the isle of man brittany.,0,3855
"is irish music and celtic music the same   ""I'm Irish and I'm Celtic"" is a popular phrase in Irish music. The phrase is used to refer to the Irish language and culture. It means ""Irish music"" or ""Celticism"" in Gaelic.",celtic music  these styles are known because of the importance of irish and scottish people in the english speaking world especially in the united states where they had a profound impact on american music particularly bluegrass and country music the music of wales cornwall the isle of man brittany galicia cantabria and asturias spain and portugal are also considered celtic music the tradition being particularly strong in brittany where celtic festivals large and small take place throughout the year and in wales where the ancient eisteddfod tradition has been revived and flourishes additionally the musics of ethnically celtic peoples abroad are vibrant especially in canada and the united states in canada the provinces of atlantic canada are known for being a home of celtic music most notably on the islands of newfoundland cape breton and prince edward island the traditional music of atlantic canada is heavily influenced by the irish scottish and acadian ethnic makeup of much of the regions communities in some parts of atlantic canada such as newfoundland celtic music is as or more popular than in the old country further some older forms of celtic music that are rare in scotland and ireland today such as the practice of accompanying a fiddle with a piano or the gaelic spinning songs of cape breton remain common in the maritimes much of the music of this region is celtic in nature but originates in the local area and celebrates the sea seafaring fishing and other primary industries,0,3855
"is irish music and celtic music the same   ""I'm Irish and I'm Celtic"" is a popular phrase in Irish music. The phrase is used to refer to the Irish language and culture. It means ""Irish music"" or ""Celticism"" in Gaelic.",celtic music  these styles are known because of the importance of irish and scottish people in the english speaking world. They had a profound impact on american music particularly bluegrass and country music the music of wales cornwall the isle of man brittany.,0,3855
is the base of an isosceles triangle always the longest side,isosceles triangle  in geometry an isosceles triangle is a triangle that has two sides of equal length sometimes it is specified as having two and only two sides of equal length and sometimes as having at least two sides of equal length the latter version thus including the equilateral triangle as a special case examples of isosceles triangles include the isosceles right triangle the golden triangle and the faces of bipyramids and certain catalan solids,0,1219
